Filename,Words,AWL,TTR,LDE,ABLE,AMP,ASPECT,BEMA,CC,CD,CONC,COND,CONT,CUZ,DEMO,DMA,DOAUX,DT,DWNT,ELAB,EMO,EMPH,EX,FPUH,FREQ,GTO,HDG,HGOT,IN,JJAT,JJPR,MDCA,MDCO,MDMM,MDNE,MDWO,MDWS,NCOMP,NN,PASS,PEAS,PGET,PIT,PLACE,POLITE,POS,PP1P,PP1S,PP2,PP3f,PP3m,PP3t,PROG,QUAN,QUPR,QUTAG,RB,RP,SPLIT,STPR,THATD,THRC,THSC,TIME,VBD,VBG,VBN,VIMP,VPRT,WHQU,WHSC,XX0,YNQU,ACT,CAUSE,COMM,COMPAR,EXIST,INother,JJATDother,JJATother,JJCOLR,JJEPSTother,JJEVAL,JJPRother,JJREL,JJSIZE,JJTIME,JJTOPIC,MDPOSSCall,MDPREDall,MENTAL,NNABSPROC,NNCOG,NNCONC,NNGRP,NNHUMAN,NNP,NNPLACE,NNQUANT,NNTECH,NNother,NOMZ,NSTNCother,OCCUR,PASSall,PP1all,PP3all,PrepNSTNC,RATT,RBother,RFACT,RNONFACT,RSTNCall,SUPER,THRCother,THSCother,ThJEVL,ThJFCT,ThJSTNCall,ThSTNCall,ThVATT,ThVCOMM,ThVFCT,ThVLIK,ThVSTNCall,ToJABL,ToJCRTN,ToJEASE,ToJEFCT,ToJEVAL,ToJSTNCall,ToNSTNC,ToSTNCall,ToVDSR,ToVEFRT,ToVMNTL,ToVPROB,ToVSTNCall,WHSCother,WhVCOM,WhVFCT,WhVLIK,WhVSTNCall
HJB_C2_Conversation004.txt,844,4.3294,0.45,0.3993,0.0,0.9479,0.0,15.873,26.9841,0.1185,0.7937,3.9683,11.9048,1.5873,2.1327,1.6588,9.5238,58.2677,0.1185,0.7937,0.0,1.5403,1.5873,0.237,0.0,0.0,0.5924,0.0,8.1754,16.5354,23.8095,0.7937,0.7937,3.9683,0.0,4.7619,0.7937,7.0866,15.0474,2.381,0.7937,0.7937,16.6667,2.381,0.0,1.5748,1.5873,15.0794,9.5238,0.0,9.5238,34.9206,11.9048,16.5354,6.3492,0.0,3.436,0.7937,5.5556,0.0,8.7302,1.5873,8.7302,0.7937,56.3492,6.3492,0.0,0.0,32.5397,2.381,10.3175,8.7302,0.9479,23.0159,0.0,15.0794,0.8294,6.3492,7.109,0.0,8.6614,0.0,3.1496,1.5748,19.8413,3.1496,0.0,1.5748,0.0,5.5556,5.5556,40.4762,16.5354,5.5118,3.1496,0.0,22.8346,3.1496,7.0866,2.3622,0.7874,4.3839,1.5748,0.0,0.0,3.1746,16.6667,44.4444,0.7874,0.0,2.3697,0.8294,0.1185,0.9479,0.0,1.5873,3.1746,0.0,0.7937,0.7937,0.8294,0.0,0.7937,1.5873,2.381,4.7619,0.0,0.1185,0.0,0.0,0.0,0.1185,0.0,0.9479,2.381,0.7937,0.0,2.381,5.5556,7.9365,0.0,1.5873,0.7937,2.381
HJB_C2_Conversation005.txt,441,4.254,0.435,0.3741,0.0,0.2268,0.0,29.0909,20.0,3.1746,5.4545,3.6364,16.3636,3.6364,3.1746,0.907,7.2727,57.5342,0.2268,0.0,0.0,1.1338,0.0,0.2268,0.0,0.0,0.2268,0.0,11.5646,15.0685,25.4545,7.2727,1.8182,0.0,3.6364,1.8182,0.0,0.0,16.5533,3.6364,5.4545,0.0,16.3636,3.6364,0.4535,0.0,20.0,7.2727,14.5455,0.0,0.0,0.0,12.7273,10.9589,12.7273,0.0,2.7211,0.0,1.8182,0.0,0.0,9.0909,7.2727,7.2727,12.7273,5.4545,3.6364,0.0,72.7273,5.4545,9.0909,12.7273,0.2268,27.2727,3.6364,16.3636,1.1338,7.2727,10.6576,0.0,10.9589,0.0,1.3699,0.0,9.0909,5.4795,5.4795,0.0,0.0,9.0909,1.8182,18.1818,9.589,0.0,0.0,1.3699,9.589,6.8493,2.7397,15.0685,1.3699,7.7098,6.8493,0.0,9.0909,3.6364,27.2727,0.0,0.0,0.0,2.0408,0.6803,0.0,0.6803,0.0,9.0909,0.0,0.0,0.0,0.0,0.907,0.0,1.8182,5.4545,0.0,7.2727,0.0,0.0,0.6803,0.0,0.0,0.6803,0.0,0.907,0.0,1.8182,0.0,0.0,1.8182,5.4545,0.0,3.6364,0.0,3.6364
HJB_C2_Conversation006.txt,534,4.3408,0.455,0.3745,1.3514,0.1873,2.7027,36.4865,22.973,0.0,0.0,2.7027,27.027,2.7027,1.8727,0.7491,9.4595,61.1765,0.3745,1.3514,0.0,1.3109,5.4054,0.1873,1.3514,0.0,0.0,0.0,9.9251,27.0588,24.3243,2.7027,4.0541,0.0,1.3514,12.1622,0.0,4.7059,15.9176,4.0541,0.0,0.0,21.6216,5.4054,0.3745,1.1765,16.2162,8.1081,13.5135,0.0,0.0,9.4595,9.4595,14.1176,6.7568,0.0,1.8727,0.0,8.1081,1.3514,1.3514,4.0541,8.1081,1.3514,2.7027,6.7568,2.7027,0.0,77.027,6.7568,13.5135,16.2162,0.1873,18.9189,0.0,22.973,1.4981,4.0541,8.6142,0.0,11.7647,0.0,1.1765,1.1765,16.2162,7.0588,2.3529,0.0,1.1765,6.7568,12.1622,20.2703,29.4118,3.5294,0.0,0.0,17.6471,5.8824,3.5294,0.0,0.0,5.2434,0.0,1.1765,5.4054,4.0541,24.3243,9.4595,1.1765,0.0,1.4981,0.7491,0.0,0.7491,0.0,4.0541,6.7568,0.0,0.0,0.0,0.1873,0.0,0.0,0.0,1.3514,1.3514,0.0,0.0,0.0,0.0,0.3745,0.3745,0.0,0.7491,2.7027,0.0,0.0,0.0,2.7027,12.1622,0.0,1.3514,0.0,1.3514
HJB_C2_Conversation007.txt,934,4.1499,0.4325,0.4325,0.8065,0.4283,2.4194,32.2581,33.871,0.6424,0.8065,0.8065,26.6129,1.6129,1.0707,0.5353,8.871,30.137,0.0,0.0,0.0,0.7495,0.0,0.3212,4.0323,0.8065,0.1071,0.8065,10.5996,14.6119,15.3226,2.4194,0.0,1.6129,4.8387,3.2258,0.8065,5.0228,23.4475,2.4194,3.2258,0.0,17.7419,4.8387,0.3212,0.4566,11.2903,19.3548,12.9032,5.6452,12.0968,16.129,6.4516,4.1096,1.6129,0.0,2.3555,2.4194,3.2258,1.6129,1.6129,1.6129,5.6452,2.4194,4.8387,6.4516,0.0,0.0,82.2581,4.8387,8.0645,12.9032,0.2141,28.2258,0.0,7.2581,0.3212,4.0323,9.636,0.4566,6.3927,0.0,0.0,2.2831,14.5161,0.9132,0.0,2.7397,0.4566,4.0323,4.8387,22.5806,5.4795,0.0,7.7626,2.2831,10.5023,22.8311,1.8265,4.1096,1.3699,8.2441,3.1963,0.0,2.4194,2.4194,30.6452,33.871,0.0,0.0,2.2484,0.1071,0.0,0.1071,0.2141,1.6129,1.6129,0.0,0.0,0.0,0.5353,0.8065,0.0,2.4194,0.8065,4.0323,0.2141,0.0,0.0,0.0,0.1071,0.3212,0.0,0.6424,2.4194,0.0,0.0,0.0,2.4194,5.6452,0.0,2.4194,0.0,2.4194
HJB_C3_Conversation001.txt,498,4.2289,0.44,0.3956,0.0,0.4016,4.4776,26.8657,28.3582,0.0,0.0,1.4925,13.4328,4.4776,0.6024,0.8032,8.9552,37.1795,0.0,4.4776,0.2008,1.2048,0.0,0.4016,1.4925,0.0,0.0,0.0,12.4498,16.6667,29.8507,20.8955,0.0,2.9851,10.4478,1.4925,0.0,3.8462,15.6627,1.4925,0.0,0.0,5.9701,4.4776,0.0,0.0,1.4925,10.4478,61.194,0.0,0.0,7.4627,11.9403,16.6667,0.0,0.0,1.8072,2.9851,4.4776,1.4925,5.9701,7.4627,8.9552,0.0,4.4776,11.9403,1.4925,2.9851,56.7164,5.9701,22.3881,7.4627,0.4016,19.403,0.0,28.3582,0.4016,2.9851,11.245,0.0,10.2564,0.0,3.8462,0.0,20.8955,2.5641,2.5641,2.5641,0.0,23.8806,1.4925,25.3731,8.9744,3.8462,8.9744,0.0,3.8462,1.2821,0.0,6.4103,3.8462,8.2329,0.0,2.5641,1.4925,1.4925,11.9403,7.4627,0.0,0.0,1.6064,0.2008,0.0,0.2008,0.2008,7.4627,1.4925,0.0,0.0,0.0,0.6024,0.0,4.4776,0.0,0.0,4.4776,0.0,0.0,0.2008,0.0,0.2008,0.4016,0.0,1.004,1.4925,1.4925,1.4925,0.0,4.4776,17.9104,1.4925,2.9851,0.0,4.4776
HJB_C3_Conversation002.txt,674,4.2804,0.5075,0.3917,0.0,0.8902,0.0,28.0899,19.1011,0.7418,0.0,0.0,14.6067,3.3708,1.0386,0.4451,7.8652,34.7107,0.2967,1.1236,0.1484,1.4837,0.0,0.2967,8.9888,1.1236,0.2967,1.1236,11.1276,14.876,22.4719,12.3596,0.0,0.0,11.236,2.2472,3.3708,9.9174,17.9525,1.1236,2.2472,2.2472,12.3596,1.1236,0.0,0.8264,5.618,16.8539,38.2022,0.0,0.0,12.3596,2.2472,9.9174,4.4944,0.0,1.4837,8.9888,7.8652,1.1236,0.0,5.618,15.7303,5.618,4.4944,4.4944,1.1236,1.1236,65.1685,8.9888,13.4831,11.236,0.1484,24.7191,2.2472,14.6067,0.1484,2.2472,9.9407,0.0,9.0909,0.0,3.3058,0.0,13.4831,2.4793,1.6529,2.4793,0.0,12.3596,6.7416,21.3483,21.4876,4.9587,0.8264,0.0,6.6116,1.6529,0.8264,4.9587,0.0,7.5668,0.8264,4.9587,5.618,3.3708,22.4719,12.3596,0.8264,0.0,1.4837,0.0,0.0,0.0,0.4451,5.618,2.2472,0.0,4.4944,4.4944,1.632,0.0,4.4944,1.1236,2.2472,7.8652,0.1484,0.0,0.0,0.0,0.1484,0.2967,0.0,0.7418,3.3708,0.0,0.0,0.0,3.3708,12.3596,0.0,1.1236,0.0,1.1236
HJB_C3_Conversation003.txt,469,4.2409,0.47,0.4371,0.0,1.0661,5.6604,20.7547,28.3019,0.6397,0.0,1.8868,20.7547,5.6604,2.5586,0.6397,5.6604,33.3333,0.6397,3.7736,0.6397,0.6397,1.8868,0.2132,11.3208,0.0,0.0,0.0,10.4478,22.2222,13.2075,5.6604,0.0,1.8868,3.7736,1.8868,0.0,6.0606,21.1087,33.9623,5.6604,0.0,20.7547,7.5472,0.2132,0.0,3.7736,7.5472,3.7736,1.8868,0.0,33.9623,3.7736,11.1111,1.8868,1.8868,2.7719,9.434,11.3208,3.7736,0.0,3.7736,3.7736,0.0,7.5472,3.7736,5.6604,0.0,79.2453,3.7736,16.9811,11.3208,0.4264,43.3962,0.0,9.434,0.2132,1.8868,10.0213,0.0,9.0909,0.0,1.0101,2.0202,5.6604,1.0101,4.0404,5.0505,0.0,7.5472,1.8868,7.5472,12.1212,0.0,3.0303,0.0,6.0606,6.0606,7.0707,7.0707,0.0,10.0213,3.0303,0.0,11.3208,33.9623,11.3208,35.8491,0.0,0.4264,1.4925,0.8529,0.0,1.2793,0.8529,3.7736,1.8868,0.0,0.0,0.0,0.2132,0.0,1.8868,0.0,0.0,1.8868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0943,0.0,1.8868,0.0,1.8868
HJB_C3_Conversation004.txt,582,4.2234,0.4225,0.4278,0.0,0.3436,0.0,34.2466,20.5479,0.3436,2.7397,0.0,16.4384,4.1096,3.7801,1.2027,15.0685,45.9184,0.0,0.0,0.6873,0.8591,0.0,0.3436,5.4795,0.0,0.0,0.0,10.4811,18.3673,28.7671,4.1096,2.7397,2.7397,2.7397,0.0,0.0,3.0612,16.8385,2.7397,0.0,0.0,13.6986,2.7397,0.0,2.0408,28.7671,5.4795,12.3288,1.3699,1.3699,13.6986,6.8493,6.1224,1.3699,0.0,3.7801,2.7397,2.7397,0.0,5.4795,8.2192,10.9589,0.0,8.2192,4.1096,12.3288,1.3699,78.0822,9.589,8.2192,15.0685,0.8591,13.6986,2.7397,27.3973,0.3436,4.1096,9.4502,1.0204,10.2041,0.0,2.0408,5.102,15.0685,6.1224,2.0408,1.0204,0.0,9.589,0.0,35.6164,24.4898,8.1633,5.102,0.0,21.4286,0.0,0.0,1.0204,4.0816,5.3265,1.0204,0.0,2.7397,2.7397,34.2466,16.4384,1.0204,0.0,2.7491,1.0309,0.0,1.0309,0.0,8.2192,6.8493,0.0,0.0,0.0,0.5155,0.0,2.7397,1.3699,0.0,4.1096,0.0,0.0,0.0,0.0,0.1718,0.1718,0.0,0.8591,5.4795,0.0,0.0,0.0,5.4795,8.2192,0.0,0.0,0.0,0.0
HJB_C3_Conversation005.txt,675,4.3496,0.4875,0.4356,0.0,1.3333,2.381,36.9048,36.9048,0.4444,1.1905,2.381,38.0952,0.0,1.037,0.5926,3.5714,40.7895,0.1481,1.1905,0.0,0.5926,2.381,0.5926,3.5714,0.0,0.5926,0.0,9.4815,11.1842,32.1429,2.381,0.0,0.0,2.381,3.5714,0.0,9.8684,22.5185,3.5714,3.5714,0.0,11.9048,5.9524,0.1481,1.9737,4.7619,3.5714,9.5238,28.5714,20.2381,3.5714,11.9048,3.9474,4.7619,0.0,2.6667,4.7619,3.5714,1.1905,2.381,4.7619,3.5714,5.9524,15.4762,9.5238,7.1429,2.381,73.8095,7.1429,8.3333,9.5238,0.2963,32.1429,2.381,9.5238,0.1481,1.1905,8.8889,1.9737,7.2368,1.3158,0.6579,0.0,22.619,1.3158,0.6579,2.6316,0.6579,2.381,3.5714,13.0952,12.5,1.9737,7.2368,0.6579,11.8421,19.0789,3.2895,1.3158,2.6316,6.2222,0.0,0.0,0.0,3.5714,8.3333,52.381,0.0,0.0,2.3704,0.4444,0.0,0.4444,0.0,4.7619,1.1905,0.0,0.0,0.0,0.2963,0.0,1.1905,1.1905,0.0,2.381,0.0,0.0,0.0,0.0,0.0,0.0,0.6579,0.5926,3.5714,0.0,0.0,0.0,3.5714,8.3333,0.0,0.0,0.0,0.0
HJB_C3_Conversation006.txt,766,4.3943,0.5,0.4608,0.0,0.2611,2.9412,38.2353,35.2941,0.7833,0.0,0.0,22.549,1.9608,1.436,0.6527,3.9216,34.555,0.0,0.0,0.1305,0.2611,3.9216,0.3916,3.9216,0.0,0.1305,0.9804,10.8355,14.1361,7.8431,0.0,0.9804,0.0,0.9804,0.9804,0.0,6.2827,24.9347,0.9804,4.902,0.0,10.7843,10.7843,0.2611,0.0,5.8824,18.6275,11.7647,0.9804,0.9804,13.7255,3.9216,9.4241,1.9608,0.9804,2.611,2.9412,4.902,0.0,0.0,4.902,3.9216,2.9412,18.6275,6.8627,6.8627,0.9804,77.451,2.9412,11.7647,10.7843,0.7833,28.4314,1.9608,9.8039,0.0,1.9608,9.7911,0.0,8.9005,0.0,0.5236,0.5236,6.8627,2.6178,1.5707,0.5236,0.0,0.9804,0.9804,17.6471,8.9005,1.0471,3.6649,1.0471,7.8534,16.7539,5.7592,4.1885,0.0,10.705,1.0471,0.0,0.9804,0.9804,24.5098,15.6863,0.0,0.0,1.9582,0.6527,0.0,0.6527,0.0,4.902,1.9608,0.0,0.0,0.0,0.2611,0.0,1.9608,0.0,0.0,1.9608,0.0,0.0,0.0,0.1305,0.0,0.1305,0.0,1.0444,6.8627,0.0,0.0,0.0,6.8627,11.7647,0.0,0.0,0.0,0.0
HJB_E1_Conversation001.txt,743,4.2598,0.4825,0.4455,0.0,0.2692,0.0,30.5263,24.2105,0.6729,0.0,3.1579,17.8947,1.0526,0.9421,0.2692,7.3684,27.7778,0.4038,0.0,0.0,0.2692,7.3684,0.4038,3.1579,0.0,0.0,0.0,11.0363,17.2222,16.8421,10.5263,1.0526,0.0,9.4737,3.1579,0.0,7.2222,24.2261,0.0,4.2105,0.0,6.3158,6.3158,0.2692,0.5556,16.8421,27.3684,33.6842,0.0,0.0,6.3158,3.1579,5.5556,2.1053,0.0,2.1534,4.2105,5.2632,0.0,4.2105,2.1053,6.3158,3.1579,3.1579,7.3684,3.1579,3.1579,69.4737,6.3158,13.6842,4.2105,0.2692,24.2105,6.3158,8.4211,0.8075,2.1053,10.3634,0.0,10.5556,1.1111,1.1111,2.2222,11.5789,1.1111,0.0,0.5556,0.0,11.5789,3.1579,20.0,12.7778,2.2222,2.7778,3.3333,14.4444,13.3333,7.7778,1.1111,0.0,7.537,1.6667,0.0,7.3684,0.0,44.2105,6.3158,1.6667,0.0,2.0188,0.1346,0.1346,0.2692,0.1346,2.1053,5.2632,0.0,0.0,0.0,0.1346,0.0,0.0,1.0526,0.0,1.0526,0.0,0.0,0.1346,0.0,0.1346,0.2692,0.0,0.2692,0.0,0.0,0.0,0.0,0.0,12.6316,0.0,1.0526,0.0,1.0526
HJB_E1_Conversation002.txt,792,4.1932,0.48,0.471,0.0,0.2525,0.0,19.6262,31.7757,1.1364,0.9346,0.0,15.8879,0.9346,0.7576,1.5152,8.4112,18.6869,0.1263,2.8037,0.0,0.7576,1.8692,0.1263,9.3458,0.0,0.0,0.0,9.8485,13.1313,16.8224,8.4112,3.7383,0.9346,1.8692,0.0,0.0,6.0606,25.0,2.8037,3.7383,0.0,8.4112,0.9346,0.0,1.0101,5.6075,48.5981,11.215,0.0,0.0,14.0187,2.8037,10.101,1.8692,0.0,1.6414,3.7383,4.6729,0.9346,1.8692,1.8692,6.5421,5.6075,3.7383,10.2804,2.8037,0.0,81.3084,6.5421,8.4112,6.5421,0.6313,29.9065,0.9346,11.215,0.7576,2.8037,8.5859,0.0,9.596,0.0,0.5051,1.5152,10.2804,1.5152,0.0,1.0101,0.5051,13.0841,0.0,39.2523,7.0707,1.5152,5.5556,0.0,13.6364,18.6869,2.0202,3.0303,2.5253,9.0909,2.5253,0.0,0.9346,2.8037,54.2056,14.0187,0.0,0.0,1.5152,0.2525,0.0,0.2525,0.0,1.8692,1.8692,0.0,0.9346,0.9346,0.5051,0.0,0.9346,0.9346,0.9346,2.8037,0.0,0.0,0.1263,0.0,0.0,0.1263,0.0,1.0101,3.7383,0.0,1.8692,0.9346,6.5421,8.4112,0.0,0.0,0.0,0.0
HJB_E2_Conversation001.txt,796,3.7776,0.4425,0.3819,0.0,0.6281,3.3613,26.8908,31.9328,1.5075,0.0,3.3613,24.3697,3.3613,1.005,0.1256,0.8403,37.037,0.3769,0.0,0.0,1.005,0.8403,0.0,4.2017,0.0,0.0,3.3613,9.799,16.2963,18.4874,3.3613,4.2017,0.0,1.6807,3.3613,0.0,5.1852,16.9598,1.6807,4.2017,0.0,28.5714,3.3613,0.0,0.0,3.3613,72.2689,1.6807,0.8403,9.2437,0.0,6.7227,10.3704,0.8403,0.0,3.5176,1.6807,2.521,0.0,2.521,0.0,0.8403,10.084,42.0168,3.3613,0.8403,0.8403,44.5378,0.0,10.084,10.9244,0.0,36.9748,0.8403,5.042,0.3769,0.8403,9.0452,0.0,11.1111,0.0,0.0,2.2222,13.4454,0.0,2.963,2.2222,0.0,7.563,3.3613,17.6471,12.5926,2.2222,9.6296,3.7037,5.1852,13.3333,0.7407,8.1481,2.2222,6.2814,0.0,0.0,1.6807,1.6807,75.6303,10.084,0.7407,0.1256,2.7638,0.5025,0.1256,0.7538,0.1256,0.0,0.0,0.0,0.0,0.0,0.1256,0.0,0.8403,0.0,0.0,0.8403,0.0,0.0,0.2513,0.0,0.0,0.2513,0.0,0.6281,2.521,0.0,0.0,0.0,2.521,10.084,0.0,0.0,0.0,0.0
HJB_E2_Conversation002.txt,435,4.3586,0.505,0.469,0.0,0.2299,3.3898,30.5085,45.7627,0.2299,0.0,0.0,15.2542,1.6949,1.6092,0.4598,5.0847,32.6316,0.0,0.0,0.0,0.9195,0.0,0.2299,6.7797,0.0,0.0,0.0,8.5057,17.8947,20.339,5.0847,1.6949,1.6949,3.3898,0.0,0.0,5.2632,21.8391,0.0,3.3898,0.0,16.9492,0.0,0.2299,0.0,1.6949,8.4746,13.5593,8.4746,0.0,33.8983,10.1695,6.3158,1.6949,0.0,2.2989,6.7797,3.3898,1.6949,6.7797,6.7797,0.0,6.7797,32.2034,18.6441,1.6949,0.0,55.9322,6.7797,8.4746,6.7797,0.0,30.5085,1.6949,3.3898,0.6897,0.0,7.5862,2.1053,13.6842,0.0,1.0526,2.1053,11.8644,2.1053,0.0,0.0,0.0,8.4746,0.0,25.4237,16.8421,2.1053,3.1579,0.0,6.3158,10.5263,1.0526,6.3158,2.1053,9.8851,1.0526,0.0,3.3898,0.0,10.1695,42.3729,1.0526,0.0,2.2989,0.0,0.0,0.0,0.0,6.7797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4598,3.3898,0.0,0.0,0.0,3.3898,8.4746,0.0,0.0,0.0,0.0
HJB_E2_Conversation003.txt,706,4.4844,0.5325,0.4731,0.0,0.2833,1.087,26.087,31.5217,0.5666,0.0,2.1739,19.5652,0.0,0.1416,0.4249,7.6087,31.25,0.0,1.087,0.0,1.4164,4.3478,0.1416,7.6087,3.2609,0.0,0.0,11.0482,9.6591,28.2609,3.2609,0.0,4.3478,1.087,0.0,4.3478,6.25,24.9292,2.1739,1.087,2.1739,13.0435,1.087,0.1416,1.7045,11.9565,13.0435,4.3478,0.0,3.2609,14.1304,5.4348,5.1136,6.5217,0.0,3.5411,2.1739,4.3478,0.0,2.1739,2.1739,2.1739,9.7826,31.5217,1.087,1.087,1.087,54.3478,10.8696,14.1304,10.8696,0.1416,19.5652,0.0,7.6087,0.9915,2.1739,9.7734,0.5682,7.3864,0.0,1.1364,1.1364,21.7391,0.0,1.1364,0.5682,0.0,7.6087,7.6087,11.9565,11.3636,3.9773,6.25,2.8409,13.6364,14.7727,2.8409,3.9773,1.1364,7.7904,1.1364,0.5682,6.5217,4.3478,25.0,17.3913,0.0,0.1416,2.8329,0.2833,0.0,0.4249,0.1416,2.1739,1.087,0.0,0.0,0.0,0.1416,0.0,0.0,1.087,0.0,1.087,0.0,0.1416,0.1416,0.0,0.1416,0.4249,0.0,0.8499,1.087,1.087,0.0,1.087,3.2609,14.1304,0.0,0.0,0.0,0.0
